event_ticker,horizon,threshold,S_adjusted
KXCPIYOY-26JUN,final,4.2,0.005
KXCPIYOY-26JUN,final,4.3,0.005
KXCPIYOY-26JUN,final,4.4,0.005
KXCPIYOY-26JUN,final,4.5,0.005
KXCPIYOY-26MAR,14d,1.8,0.995
KXCPIYOY-26MAR,14d,1.9,0.995
KXCPIYOY-26MAR,14d,2.0,0.995
KXCPIYOY-26MAR,14d,2.1,0.99
KXCPIYOY-26MAR,14d,2.2,0.9850000000000001
KXCPIYOY-26MAR,14d,2.3,0.9850000000000001
KXCPIYOY-26MAR,14d,2.4,0.9850000000000001
KXCPIYOY-26MAR,14d,2.5,0.9850000000000001
KXCPIYOY-26MAR,14d,2.6,0.9850000000000001
KXCPIYOY-26MAR,14d,2.7,0.9850000000000001
KXCPIYOY-26MAR,14d,2.8,0.9850000000000001
KXCPIYOY-26MAR,14d,2.9,0.97
KXCPIYOY-26MAR,14d,3.0,0.93
KXCPIYOY-26MAR,14d,3.1,0.895
KXCPIYOY-26MAR,14d,3.2,0.79
KXCPIYOY-26MAR,14d,3.3,0.49
KXCPIYOY-26MAR,14d,3.4,0.165
KXCPIYOY-26MAR,14d,3.5,0.065
KXCPIYOY-26MAR,14d,3.6,0.02
KXCPIYOY-26MAR,14d,3.7,0.015
KXCPIYOY-26MAR,14d,3.8,0.015
KXCPIYOY-26MAR,14d,3.9,0.01
KXCPIYOY-26MAR,14d,4.0,0.01
KXCPIYOY-26MAR,1d,1.8,0.995
KXCPIYOY-26MAR,1d,1.9,0.995
KXCPIYOY-26MAR,1d,2.0,0.995
KXCPIYOY-26MAR,1d,2.1,0.995
KXCPIYOY-26MAR,1d,2.2,0.995
KXCPIYOY-26MAR,1d,2.3,0.995
KXCPIYOY-26MAR,1d,2.4,0.995
KXCPIYOY-26MAR,1d,2.5,0.995
KXCPIYOY-26MAR,1d,2.6,0.995
KXCPIYOY-26MAR,1d,2.7,0.9899999999999999
KXCPIYOY-26MAR,1d,2.8,0.9899999999999999
KXCPIYOY-26MAR,1d,2.9,0.9899999999999999
KXCPIYOY-26MAR,1d,3.0,0.985
KXCPIYOY-26MAR,1d,3.1,0.945
KXCPIYOY-26MAR,1d,3.2,0.8
KXCPIYOY-26MAR,1d,3.3,0.395
KXCPIYOY-26MAR,1d,3.4,0.135
KXCPIYOY-26MAR,1d,3.5,0.075
KXCPIYOY-26MAR,1d,3.6,0.005
KXCPIYOY-26MAR,1d,3.7,0.005
KXCPIYOY-26MAR,1d,3.8,0.005
KXCPIYOY-26MAR,1d,3.9,0.005
KXCPIYOY-26MAR,1d,4.0,0.005
KXCPIYOY-26MAR,21d,1.8,0.9337500000000002
KXCPIYOY-26MAR,21d,1.9,0.9337500000000002
KXCPIYOY-26MAR,21d,2.0,0.9337500000000002
KXCPIYOY-26MAR,21d,2.1,0.9337500000000002
KXCPIYOY-26MAR,21d,2.2,0.9337500000000002
KXCPIYOY-26MAR,21d,2.3,0.9337500000000002
KXCPIYOY-26MAR,21d,2.4,0.9337500000000002
KXCPIYOY-26MAR,21d,2.5,0.9337500000000002
KXCPIYOY-26MAR,21d,2.6,0.9337500000000002
KXCPIYOY-26MAR,21d,2.7,0.9337500000000002
KXCPIYOY-26MAR,21d,2.8,0.9337500000000002
KXCPIYOY-26MAR,21d,2.9,0.9337500000000002
KXCPIYOY-26MAR,21d,3.0,0.855
KXCPIYOY-26MAR,21d,3.1,0.8
KXCPIYOY-26MAR,21d,3.2,0.725
KXCPIYOY-26MAR,21d,3.3,0.54
KXCPIYOY-26MAR,21d,3.4,0.22
KXCPIYOY-26MAR,21d,3.5,0.09
KXCPIYOY-26MAR,21d,3.6,0.0625
KXCPIYOY-26MAR,21d,3.7,0.0625
KXCPIYOY-26MAR,21d,3.8,0.02
KXCPIYOY-26MAR,21d,3.9,0.005
KXCPIYOY-26MAR,21d,4.0,0.005
KXCPIYOY-26MAR,3d,1.8,0.995
KXCPIYOY-26MAR,3d,1.9,0.995
KXCPIYOY-26MAR,3d,2.0,0.995
KXCPIYOY-26MAR,3d,2.1,0.995
KXCPIYOY-26MAR,3d,2.2,0.995
KXCPIYOY-26MAR,3d,2.3,0.995
KXCPIYOY-26MAR,3d,2.4,0.995
KXCPIYOY-26MAR,3d,2.5,0.995
KXCPIYOY-26MAR,3d,2.6,0.995
KXCPIYOY-26MAR,3d,2.7,0.9937499999999999
KXCPIYOY-26MAR,3d,2.8,0.9937499999999999
KXCPIYOY-26MAR,3d,2.9,0.9937499999999999
KXCPIYOY-26MAR,3d,3.0,0.9937499999999999
KXCPIYOY-26MAR,3d,3.1,0.945
KXCPIYOY-26MAR,3d,3.2,0.875
KXCPIYOY-26MAR,3d,3.3,0.515
KXCPIYOY-26MAR,3d,3.4,0.19
KXCPIYOY-26MAR,3d,3.5,0.065
KXCPIYOY-26MAR,3d,3.6,0.0075
KXCPIYOY-26MAR,3d,3.7,0.0075
KXCPIYOY-26MAR,3d,3.8,0.005
KXCPIYOY-26MAR,3d,3.9,0.005
KXCPIYOY-26MAR,3d,4.0,0.005
KXCPIYOY-26MAR,7d,1.8,0.995
KXCPIYOY-26MAR,7d,1.9,0.995
KXCPIYOY-26MAR,7d,2.0,0.995
KXCPIYOY-26MAR,7d,2.1,0.995
KXCPIYOY-26MAR,7d,2.2,0.995
KXCPIYOY-26MAR,7d,2.3,0.995
KXCPIYOY-26MAR,7d,2.4,0.995
KXCPIYOY-26MAR,7d,2.5,0.995
KXCPIYOY-26MAR,7d,2.6,0.995
KXCPIYOY-26MAR,7d,2.7,0.99
KXCPIYOY-26MAR,7d,2.8,0.99
KXCPIYOY-26MAR,7d,2.9,0.985
KXCPIYOY-26MAR,7d,3.0,0.98
KXCPIYOY-26MAR,7d,3.1,0.905
KXCPIYOY-26MAR,7d,3.2,0.835
KXCPIYOY-26MAR,7d,3.3,0.385
KXCPIYOY-26MAR,7d,3.4,0.15
KXCPIYOY-26MAR,7d,3.5,0.025
KXCPIYOY-26MAR,7d,3.6,0.01
KXCPIYOY-26MAR,7d,3.7,0.01
KXCPIYOY-26MAR,7d,3.8,0.005
KXCPIYOY-26MAR,7d,3.9,0.005
KXCPIYOY-26MAR,7d,4.0,0.005
KXCPIYOY-26MAR,final,1.8,0.995
KXCPIYOY-26MAR,final,1.9,0.995
KXCPIYOY-26MAR,final,2.0,0.995
KXCPIYOY-26MAR,final,2.1,0.995
KXCPIYOY-26MAR,final,2.2,0.995
KXCPIYOY-26MAR,final,2.3,0.995
KXCPIYOY-26MAR,final,2.4,0.995
KXCPIYOY-26MAR,final,2.5,0.995
KXCPIYOY-26MAR,final,2.6,0.995
KXCPIYOY-26MAR,final,2.7,0.9899999999999999
KXCPIYOY-26MAR,final,2.8,0.9899999999999999
KXCPIYOY-26MAR,final,2.9,0.9899999999999999
KXCPIYOY-26MAR,final,3.0,0.985
KXCPIYOY-26MAR,final,3.1,0.945
KXCPIYOY-26MAR,final,3.2,0.8
KXCPIYOY-26MAR,final,3.3,0.395
KXCPIYOY-26MAR,final,3.4,0.135
KXCPIYOY-26MAR,final,3.5,0.075
KXCPIYOY-26MAR,final,3.6,0.005
KXCPIYOY-26MAR,final,3.7,0.005
KXCPIYOY-26MAR,final,3.8,0.005
KXCPIYOY-26MAR,final,3.9,0.005
KXCPIYOY-26MAR,final,4.0,0.005
KXCPIYOY-26MAY,14d,2.4,0.995
KXCPIYOY-26MAY,14d,2.5,0.9883333333333333
KXCPIYOY-26MAY,14d,2.6,0.9883333333333333
KXCPIYOY-26MAY,14d,2.7,0.9883333333333333
KXCPIYOY-26MAY,14d,2.8,0.985
KXCPIYOY-26MAY,14d,2.9,0.985
KXCPIYOY-26MAY,14d,3.0,0.985
KXCPIYOY-26MAY,14d,3.1,0.985
KXCPIYOY-26MAY,14d,3.2,0.985
KXCPIYOY-26MAY,14d,3.3,0.985
KXCPIYOY-26MAY,14d,3.4,0.985
KXCPIYOY-26MAY,14d,3.5,0.985
KXCPIYOY-26MAY,14d,3.6,0.975
KXCPIYOY-26MAY,14d,3.7,0.975
KXCPIYOY-26MAY,14d,3.8,0.975
KXCPIYOY-26MAY,14d,3.9,0.9724999999999999
KXCPIYOY-26MAY,14d,4.0,0.9724999999999999
KXCPIYOY-26MAY,14d,4.1,0.935
KXCPIYOY-26MAY,14d,4.2,0.66
KXCPIYOY-26MAY,14d,4.3,0.25
KXCPIYOY-26MAY,14d,4.4,0.085
KXCPIYOY-26MAY,14d,4.5,0.035
KXCPIYOY-26MAY,14d,4.6,0.015
KXCPIYOY-26MAY,14d,4.7,0.01
KXCPIYOY-26MAY,14d,4.8,0.01
KXCPIYOY-26MAY,14d,4.9,0.005
KXCPIYOY-26MAY,14d,5.0,0.005
KXCPIYOY-26MAY,1d,2.4,0.9949999999999998
KXCPIYOY-26MAY,1d,2.5,0.9949999999999998
KXCPIYOY-26MAY,1d,2.6,0.9949999999999998
KXCPIYOY-26MAY,1d,2.7,0.9949999999999998
KXCPIYOY-26MAY,1d,2.8,0.9949999999999998
KXCPIYOY-26MAY,1d,2.9,0.9949999999999998
KXCPIYOY-26MAY,1d,3.0,0.9949999999999998
KXCPIYOY-26MAY,1d,3.1,0.9949999999999998
KXCPIYOY-26MAY,1d,3.2,0.9949999999999998
KXCPIYOY-26MAY,1d,3.3,0.9949999999999998
KXCPIYOY-26MAY,1d,3.4,0.9949999999999998
KXCPIYOY-26MAY,1d,3.5,0.9949999999999998
KXCPIYOY-26MAY,1d,3.6,0.9949999999999998
KXCPIYOY-26MAY,1d,3.7,0.9949999999999998
KXCPIYOY-26MAY,1d,3.8,0.985
KXCPIYOY-26MAY,1d,3.9,0.985
KXCPIYOY-26MAY,1d,4.0,0.97
KXCPIYOY-26MAY,1d,4.1,0.905
KXCPIYOY-26MAY,1d,4.2,0.475
KXCPIYOY-26MAY,1d,4.3,0.125
KXCPIYOY-26MAY,1d,4.4,0.035
KXCPIYOY-26MAY,1d,4.5,0.005
KXCPIYOY-26MAY,1d,4.6,0.005
KXCPIYOY-26MAY,1d,4.7,0.005
KXCPIYOY-26MAY,1d,4.8,0.005
KXCPIYOY-26MAY,1d,4.9,0.005
KXCPIYOY-26MAY,1d,5.0,0.005
KXCPIYOY-26MAY,21d,2.4,0.995
KXCPIYOY-26MAY,21d,2.5,0.9933333333333333
KXCPIYOY-26MAY,21d,2.6,0.9933333333333333
KXCPIYOY-26MAY,21d,2.7,0.9933333333333333
KXCPIYOY-26MAY,21d,2.8,0.9916666666666666
KXCPIYOY-26MAY,21d,2.9,0.9916666666666666
KXCPIYOY-26MAY,21d,3.0,0.9916666666666666
KXCPIYOY-26MAY,21d,3.1,0.9916666666666666
KXCPIYOY-26MAY,21d,3.2,0.9916666666666666
KXCPIYOY-26MAY,21d,3.3,0.9916666666666666
KXCPIYOY-26MAY,21d,3.4,0.9916666666666666
KXCPIYOY-26MAY,21d,3.5,0.9916666666666666
KXCPIYOY-26MAY,21d,3.6,0.9916666666666666
KXCPIYOY-26MAY,21d,3.7,0.9916666666666666
KXCPIYOY-26MAY,21d,3.8,0.9916666666666666
KXCPIYOY-26MAY,21d,3.9,0.9916666666666666
KXCPIYOY-26MAY,21d,4.0,0.975
KXCPIYOY-26MAY,21d,4.1,0.94
KXCPIYOY-26MAY,21d,4.2,0.75
KXCPIYOY-26MAY,21d,4.3,0.39
KXCPIYOY-26MAY,21d,4.4,0.165
KXCPIYOY-26MAY,21d,4.5,0.085
KXCPIYOY-26MAY,21d,4.6,0.025
KXCPIYOY-26MAY,21d,4.7,0.01
KXCPIYOY-26MAY,21d,4.8,0.005
KXCPIYOY-26MAY,21d,4.9,0.005
KXCPIYOY-26MAY,21d,5.0,0.005
KXCPIYOY-26MAY,3d,2.4,0.9949999999999998
KXCPIYOY-26MAY,3d,2.5,0.9949999999999998
KXCPIYOY-26MAY,3d,2.6,0.9949999999999998
KXCPIYOY-26MAY,3d,2.7,0.9949999999999998
KXCPIYOY-26MAY,3d,2.8,0.9949999999999998
KXCPIYOY-26MAY,3d,2.9,0.9949999999999998
KXCPIYOY-26MAY,3d,3.0,0.9949999999999998
KXCPIYOY-26MAY,3d,3.1,0.9949999999999998
KXCPIYOY-26MAY,3d,3.2,0.9949999999999998
KXCPIYOY-26MAY,3d,3.3,0.9949999999999998
KXCPIYOY-26MAY,3d,3.4,0.9949999999999998
KXCPIYOY-26MAY,3d,3.5,0.9949999999999998
KXCPIYOY-26MAY,3d,3.6,0.9949999999999998
KXCPIYOY-26MAY,3d,3.7,0.9949999999999998
KXCPIYOY-26MAY,3d,3.8,0.985
KXCPIYOY-26MAY,3d,3.9,0.98
KXCPIYOY-26MAY,3d,4.0,0.97
KXCPIYOY-26MAY,3d,4.1,0.905
KXCPIYOY-26MAY,3d,4.2,0.505
KXCPIYOY-26MAY,3d,4.3,0.105
KXCPIYOY-26MAY,3d,4.4,0.02
KXCPIYOY-26MAY,3d,4.5,0.01
KXCPIYOY-26MAY,3d,4.6,0.005
KXCPIYOY-26MAY,3d,4.7,0.005
KXCPIYOY-26MAY,3d,4.8,0.005
KXCPIYOY-26MAY,3d,4.9,0.005
KXCPIYOY-26MAY,3d,5.0,0.005
KXCPIYOY-26MAY,7d,2.4,0.995
KXCPIYOY-26MAY,7d,2.5,0.9916666666666667
KXCPIYOY-26MAY,7d,2.6,0.9916666666666667
KXCPIYOY-26MAY,7d,2.7,0.9916666666666667
KXCPIYOY-26MAY,7d,2.8,0.9892307692307694
KXCPIYOY-26MAY,7d,2.9,0.9892307692307694
KXCPIYOY-26MAY,7d,3.0,0.9892307692307694
KXCPIYOY-26MAY,7d,3.1,0.9892307692307694
KXCPIYOY-26MAY,7d,3.2,0.9892307692307694
KXCPIYOY-26MAY,7d,3.3,0.9892307692307694
KXCPIYOY-26MAY,7d,3.4,0.9892307692307694
KXCPIYOY-26MAY,7d,3.5,0.9892307692307694
KXCPIYOY-26MAY,7d,3.6,0.9892307692307694
KXCPIYOY-26MAY,7d,3.7,0.9892307692307694
KXCPIYOY-26MAY,7d,3.8,0.9892307692307694
KXCPIYOY-26MAY,7d,3.9,0.9892307692307694
KXCPIYOY-26MAY,7d,4.0,0.9892307692307694
KXCPIYOY-26MAY,7d,4.1,0.915
KXCPIYOY-26MAY,7d,4.2,0.555
KXCPIYOY-26MAY,7d,4.3,0.12
KXCPIYOY-26MAY,7d,4.4,0.025
KXCPIYOY-26MAY,7d,4.5,0.01
KXCPIYOY-26MAY,7d,4.6,0.005
KXCPIYOY-26MAY,7d,4.7,0.005
KXCPIYOY-26MAY,7d,4.8,0.005
KXCPIYOY-26MAY,7d,4.9,0.005
KXCPIYOY-26MAY,7d,5.0,0.005
KXCPIYOY-26MAY,final,2.4,0.9949999999999998
KXCPIYOY-26MAY,final,2.5,0.9949999999999998
KXCPIYOY-26MAY,final,2.6,0.9949999999999998
KXCPIYOY-26MAY,final,2.7,0.9949999999999998
KXCPIYOY-26MAY,final,2.8,0.9949999999999998
KXCPIYOY-26MAY,final,2.9,0.9949999999999998
KXCPIYOY-26MAY,final,3.0,0.9949999999999998
KXCPIYOY-26MAY,final,3.1,0.9949999999999998
KXCPIYOY-26MAY,final,3.2,0.9949999999999998
KXCPIYOY-26MAY,final,3.3,0.9949999999999998
KXCPIYOY-26MAY,final,3.4,0.9949999999999998
KXCPIYOY-26MAY,final,3.5,0.9949999999999998
KXCPIYOY-26MAY,final,3.6,0.9949999999999998
KXCPIYOY-26MAY,final,3.7,0.9949999999999998
KXCPIYOY-26MAY,final,3.8,0.985
KXCPIYOY-26MAY,final,3.9,0.985
KXCPIYOY-26MAY,final,4.0,0.97
KXCPIYOY-26MAY,final,4.1,0.905
KXCPIYOY-26MAY,final,4.2,0.475
KXCPIYOY-26MAY,final,4.3,0.125
KXCPIYOY-26MAY,final,4.4,0.035
KXCPIYOY-26MAY,final,4.5,0.005
KXCPIYOY-26MAY,final,4.6,0.005
KXCPIYOY-26MAY,final,4.7,0.005
KXCPIYOY-26MAY,final,4.8,0.005
KXCPIYOY-26MAY,final,4.9,0.005
KXCPIYOY-26MAY,final,5.0,0.005
